non-suicidal148,non-suicidal_Poet_3,non-suicidal, And I. the horses and the meadows. all Were silvered with its light. and suddenly I was as far away from Tod. as if I swam across a lake and left him. My own brother. on the farther shore.,39
non-suicidal149,non-suicidal_Poet_3,non-suicidal, My heart cried out. but there was no reply . . . Between a field and hayloft. I grew up . . . Toward morning I half-awakened to a sound Of raindrops pelting on the attic roof.,32
non-suicidal155,non-suicidal_Poet_3,non-suicidal, There will be snow. Winds know. Zinnias know And I - Why must there be for me,16
non-suicidal156,non-suicidal_Poet_3,non-suicidal, Only the way back. Or on? There is this quiet day. This yellow tree...,14
non-suicidal161,non-suicidal_Poet_3,non-suicidal, I walk to the corner And I walk back,9
non-suicidal180,non-suicidal_Poet_4,non-suicidal, To give to you virginity untouched? Or. maybe. you don’t want to be the endless. Because you charmed by you yourself too much? For mother’s eyes. you’re always the reflection. Of springy days. left very far behind.,40
non-suicidal181,non-suicidal_Poet_4,non-suicidal, And. in old age. you’ll find the consolation. In your youth’s windows of the same blessed kind. But having circled your life just by your fortune. Will die you self. your image and your virtue.,37
non-suicidal182,non-suicidal_Poet_4,non-suicidal, My dear waster. you unwisely spend Your charming legacy in your self-liking madness. Nature doesn’t give these charms to us. it lends Them to us. free. in liberty and greatness. Oh. beauteous miser. you’re glad to make your.,41
non-suicidal183,non-suicidal_Poet_4,non-suicidal, The thing that you’ve received to pass to others. You low hide the treasures. but therefore. Not making self more prosperous. rather. You strike your bargains just with you yourself. Loosing in them your profit’s main amount;,39
non-suicidal184,non-suicidal_Poet_4,non-suicidal, And in an hour. world is to be left. What will be written in your last account? And the sweet image of the future times Will fell in grave with you – not realized.,33
non-suicidal185,non-suicidal_Poet_4,non-suicidal, The canning time. with its exquisite craft. Secretly makes a feast for our eyes. While in a run. the circled one and apt. Carrying away all that was bliss for us. The mighty stream of hours and days,38
non-suicidal186,non-suicidal_Poet_4,non-suicidal, Leads virgin summer into winter’s dusk. Where leaves are absent. and a trees’ sop stays Dead like the earth. with a white cloak masked. And just aroma of the flow’rs fresh – The flying elf imprisoned in a glass –,40
non-suicidal188,non-suicidal_Poet_4,non-suicidal, Never allow the impassive hand Of grayish winter to access your garden. Until you’ve gathered flow’rs off a bed. To have your spring in a glass flagon gardened. Like one. who’d given priceless grant to men.,39
non-suicidal189,non-suicidal_Poet_4,non-suicidal, And then received it back with a good profit. You’ll be glad to return you self again To you yourself with ten times more of all it. Ten more times you’ll leave on this great earth. Ten more times repeated in your children.,45
non-suicidal2,non-suicidal_Poet_1,non-suicidal, to this sullen and dingy place that we must make golden make precious and mythical somehow. it is our nature. and it is truth. that we came here. I told you. from other planets where we were lords. we were sent here.,42
non-suicidal207,non-suicidal_Poet_4,non-suicidal, Which shaded herds before in summer noon. And nod us dense beards of the grayish sheaves From solemn carts – to join their deathly swoon – I think about your unearthly charms. About time when they’ll be forced to wane.,39
non-suicidal221,non-suicidal_Poet_4,non-suicidal, How can I ever prove that you were fine. Leaving my page in the time-river flown? The Lord does know. that shy verse of mine. Could say no more than the vault’s gray stone. If I make try to leave them your portrait.,45
non-suicidal225,non-suicidal_Poet_4,non-suicidal, Sometimes it’s hidden by a nasty weather. The Nature sends to us her caresses and pine. In her chanced whims not knowing a measure. But your life’s day is of the constant length. It’s summer’s fresh and full of sunny favor.,45
non-suicidal23,non-suicidal_Poet_1,non-suicidal, buying scads of new poems from all corners of the earth then head to the all-night Tower Records full of drag queens & revolutionaries. to get a few songs And dig it. City Lights still here. like some old lighthouse though all the rest is gone.,46
non-suicidal230,non-suicidal_Poet_4,non-suicidal, The woman’s face! But with much more perfection. It was created by the nature’s art Tho’ sweet like woman. you defy attraction For adulatory. oh. king-queen of my heart. Your gentle look voids of a play. unfair.,40
non-suicidal231,non-suicidal_Poet_4,non-suicidal, But gilds all things around with its shine; And. full of manhood. with its lordly manner It slaves your friends and pierces ladies fine. Nature planned you to be the female-wonder. But brought by passion to her own knees.,40
non-suicidal232,non-suicidal_Poet_4,non-suicidal, She put us both mercilessly asunder. And pleasured women with your beauty’s bliss. Let it be so. only I require: Love me… and grant them with your passion’s fire.,31
non-suicidal233,non-suicidal_Poet_4,non-suicidal, I don’t compete with architects of verse. Which. as a gift. to their she-idols worshiped Present the whole heaven with the earth And all blue waters of the global ocean. Let them. for decoration of their lines.,39
non-suicidal234,non-suicidal_Poet_4,non-suicidal, Repeat in poems and their disputes sound. The flowers’ wreaths and lights of heaven stars. The dazzling treasures of the sea and ground. Truth is my single law in love and word. And I do write that my sweetheart is fair.,41
non-suicidal235,non-suicidal_Poet_4,non-suicidal, Like all the brought by mothers in the world. But not like sun’s or clear crescent’s glare. My love is not to have been advertised – It’s not for sell! It has not for market price!,38
non-suicidal236,non-suicidal_Poet_4,non-suicidal, All mirrors lie that I have grown old. While I’m partaking your spring’s years in. If your sweet image were by time deformed. I would acknowledge that a fate did win. Into your features looking like in glass.,40
non-suicidal237,non-suicidal_Poet_4,non-suicidal, I see me self a very young and fresh. I feel in me your heart with its strong pulse. And give to you one. of my own flesh. So. my dear. try to guide yourself. Not for yourself you bear a friend’s heart;,44
non-suicidal238,non-suicidal_Poet_4,non-suicidal, And I will always try to hold yours safe. Like mother tries to hold her own child. Both hearts of ours has their common fate – If mine were stopped. your own too is dead.,34
non-suicidal239,non-suicidal_Poet_4,non-suicidal, As that bad actor. having lost his nerves. Loses a thread of a well-known role. As that mad man. obsessed with fierce wrath. In strengths’ excess. losses self-control wholly – So. not knowing what to say. I’m mute,40
non-suicidal240,non-suicidal_Poet_4,non-suicidal, Not for the reason that my heart is cold: There is a seal that my great love has put On my hot lips. making them numb and stoned. Then let my book without sounds speaks With you. as my unspoken intercessor;,41
non-suicidal241,non-suicidal_Poet_4,non-suicidal, Let it demand retaliation quick. Seeing in you its Savor and Confessor. Would ever you read my love’s. voiceless. words. Catch with your sight my ever-wordless voice?,29
non-suicidal242,non-suicidal_Poet_4,non-suicidal, My eye’s engraver; and the image yours Has been imprinted in my heart precisely. And now I’m a frame. embarrassing the most Praised in the art – a ‘view’ we call it wisely. Through a good master look at craft itself,42
non-suicidal243,non-suicidal_Poet_4,non-suicidal, To see your portrait in a frame. quite privet. That strange workshop. which now it preserves. Is glazed with crystals of the eyes beloved. My eyes are so friendly with your ones: With your eyes I engrave you in my soul.,41
non-suicidal244,non-suicidal_Poet_4,non-suicidal, The golden sun. through your inspiring eyes. Looks in a shop in magnitude its whole. Alas! Behind this glass. your own heart Is always out of my seeking sight.,29
non-suicidal245,non-suicidal_Poet_4,non-suicidal, Let he. who’s born under the happy star. Brags with his fame. his power and title. But fate of mine haven’t pampered me so far. And for me love’s a Caesar mantle’s purple. Under warm sun he spread his gorgeous leaves –,45
non-suicidal246,non-suicidal_Poet_4,non-suicidal, The prince’s confident. the creature of a lordship. But when the light of golden sun it leaves. The golden marigold wanes with his giver worshiped. The proud general. used everywhere to win. Fails just in one – the last of many battles.,42
non-suicidal247,non-suicidal_Poet_4,non-suicidal, And all his victories are vanished from the scene; He is forgotten in disgrace and scant’ness. But titles of mine are stable and unmoved: Through all my life - I loved. I love. I’m loved.,36
non-suicidal248,non-suicidal_Poet_4,non-suicidal, The liegeman. humble and faithful to the king. I. moved by love. respectful one and endless. Direct to you my delegates’ long string. In scripts. lost any intricate in phrases. I haven’t find words that could be worth of you.,41
non-suicidal254,non-suicidal_Poet_4,non-suicidal, How can I ever overcome my plight. When I’ve been striped of restfulness mine blessed? The day’s hot troubles are not cooled by night. And night. like day. leaves only tears’ traces. And day and night – though used to be in fight –,44
non-suicidal267,non-suicidal_Poet_4,non-suicidal, Their art would be twice higher then my own. But let. for you. my song be higher sung. ‘Cause just by you my life was filled. alone. ‘Cause if I weren’t delayed on my strait way. I would be able with my age to go.,46
non-suicidal270,non-suicidal_Poet_4,non-suicidal, Clouds to roam by the golden throne. They crawl above the ground. left alone. Deprived of all his lavish benefits. Thus my sun rose for a shortest span. Awarding me with gifts of his. embellished.,35
non-suicidal271,non-suicidal_Poet_4,non-suicidal, Then came a cloud. fully blind and grayish – And gentle colors of my love did wane. But I don’t growl at my Fortune saddened. -- There’re sometimes clouds on the earth and heaven.,34
non-suicidal274,non-suicidal_Poet_4,non-suicidal, The sympathy of one who’d made offence. Never heals ulcers it has brought on one. But these your tears. the rills of your tears-pearls – They are the torrents. washing sins of yours!,34
non-suicidal275,non-suicidal_Poet_4,non-suicidal, Don’t be in grieve. if you have wrongly done. Roses have thorns. the clearest of rills Are muddled by sand. the gorgeous moon and sun Are marked by clouds or by eclipses. We’re all in sins; and I am deeply in,43
non-suicidal278,non-suicidal_Poet_4,non-suicidal, I can confess that we are here two. Though our love is our common lot. I do not want. my any vises through. To stain your honor with a single blot. Though love confines us with a single thread.,39
non-suicidal279,non-suicidal_Poet_4,non-suicidal, But in our life our bitterness defers. It could not make our love diminished. yet. But steals a lot of time from love’s affairs. Like one who’s doomed. I have not any right To show you my credits in the world.,43
non-suicidal288,non-suicidal_Poet_4,non-suicidal, That you robbed me of best what I have owned And only one rebuke for you I hold. That you had pushed my love off your life’s road. You striped a beggar of his scanty bag. But I’ve forgiven you. my charmer low.,45
non-suicidal29,non-suicidal_Poet_1,non-suicidal, off hills when you run flaming down to the black sea,11
non-suicidal3,non-suicidal_Poet_1,non-suicidal, for some purpose the golden mask I had seen before. that fitted so beautifully over your face. did not return nor did that face of a bull you had acquired amid northern peoples. nomads. the Gobi desert,37
non-suicidal30,non-suicidal_Poet_1,non-suicidal, I am a shadow crossing ice I am rusting knife in the water I am pear tree bitten by frost I uphold the mountain with my hand My feet are cut by glass,33
non-suicidal300,non-suicidal_Poet_4,non-suicidal, I’d easy pass halve of the planet’s ball. To thoughts – an ocean is a narrow strait. They fly through it. as soon as took a goal. Tho’ my soul is a spirit and a flame. But. I. who’s made of water and of dust.,47
non-suicidal305,non-suicidal_Poet_4,non-suicidal, My eye and heart are in the bloody fight. They did not know how to share you. My heart intends to hide you self inside. My eye demands you for its whole view. The faithful heart does pledge that in its deeps.,42
non-suicidal306,non-suicidal_Poet_4,non-suicidal, Unseen for eye. you safely abide – The eye is sure that your image sleeps In the clear mirror on his own site. Then judges-thoughts convened. and they accused The animosity and the incessant fight –,35
non-suicidal309,non-suicidal_Poet_4,non-suicidal, To my poor heart as somewhat consolation. And my mild heart – when it is apt in that – Lends to my eye a part of dreamy passion. Thus. in my thoughts or in the real flesh. You’re before me in every fleeting moment.,43
non-suicidal32,non-suicidal_Poet_1,non-suicidal, is locked with silver wire I have burned often and my bones are soup I am stone giant statue on a cliff I am mad as a blizzard I stare out of broken cupboards,34
non-suicidal321,non-suicidal_Poet_4,non-suicidal, If he were got me back in the same styles. If I were riding on the wind through miles. I’d think. ‘Oh. how slow it creeps in!’ The best of horses wouldn’t catch a will. When rapidly it gallops with a neigh –,44
non-suicidal33,non-suicidal_Poet_1,non-suicidal, that she is eternal. that she sings that she is star-born. that she gathers crystal that she can be confused with Isis that she is the goal that she knows her name. that she swims,36
non-suicidal330,non-suicidal_Poet_4,non-suicidal, A stem. a thorn. a leave – like of the healthy. And such a color is with purple blest. And such a hallo seems alive and wealthy. – They bloom. not pleasing any heart or breath. And fade forgotten. making poisoned air.,40
non-suicidal331,non-suicidal_Poet_4,non-suicidal, But real roses has another ‘death’: Their soul’s poured into a fragrance fair. When will extinguish light of eyes of yours. All charm of truth will be distilled in verse.,31
non-suicidal332,non-suicidal_Poet_4,non-suicidal, The mossy marble of the lieges’ graves Will vanish earlier than my so fragile word. In which I saved your admirable grace. Time will not cover it with dust and dirt. Though bloody wars cast statues into mud.,38
non-suicidal333,non-suicidal_Poet_4,non-suicidal, And blind revolts abolish masons’ toil. My sacred scriptures. chiseled in the mind. Will not be handled by the time at all. You’ll be not send to bottom by the death. Nor by forgetfulness – that envious fiend.,38
non-suicidal334,non-suicidal_Poet_4,non-suicidal, And you’re obliged with your descendants. else. To see great Doomsday at the all-times’ end. So. live. until you will be waked at last. – In lines of poems and in deeps of hearts!,35
non-suicidal335,non-suicidal_Poet_4,non-suicidal, Wake up. love-sward! And tell me. is your sting Blunter than one in thirst’s and hunger’s dance? Though the feast could be a fitting thing. You can’t be fitted for all life at once. So is love. Its look of hunger-pain,46
non-suicidal336,non-suicidal_Poet_4,non-suicidal, Is satisfied today – to the extortion. But morrow comes. and you’re again in flame Of greatest fire. born by great emotion. To have our love for us forever cost Let separation be the ocean endless.,36
non-suicidal338,non-suicidal_Poet_4,non-suicidal, For faithful servants there is naught. in whole. But just to wait for mistresses. sublime. Thus. for your whims to play the servant’s role. I spend in painful waiting all my time. Watching the hands of clocks with strained attention.,41
non-suicidal339,non-suicidal_Poet_4,non-suicidal, I do not chime a hard bore in my heart. Nor curse the bitter plight of separation. To your short sign gone your doors outside. I do not let my thoughts. often so jealous. Go behind the once positioned line.,40
non-suicidal34,non-suicidal_Poet_1,non-suicidal, in the purple sky. that her fingers are pale & strong that she is black. that she is white that you always know who she is when she appears that she strides on battlements. that she sifts,36
non-suicidal346,non-suicidal_Poet_4,non-suicidal, Whether we’ve gone far forward or they’d thrust… Or this there world hasn’t any changing effect. But I am sure. that the best of words Were then composed for the idol worse.,35
non-suicidal349,non-suicidal_Poet_5,non-suicidal, And the cold scythe of the existing strife Rips all the best that was by this world done. But time will never cut my poem’s breath. In which you’ll live against a curse of death.,37
non-suicidal35,non-suicidal_Poet_1,non-suicidal, like stones in the sea that you can hear her approach. that her jewelled feet tread any particular measure that there is anything about her which cannot be said,29
non-suicidal350,non-suicidal_Poet_5,non-suicidal, Crisis is my nature There is a fierce hurricane of feelings under my smooth skin There is a fresh corpse thrown up on the desolate shore of October,28
non-suicidal351,non-suicidal_Poet_5,non-suicidal, October is my Empire My delicate hands control things to be lost My small eyes watch things that are to disappear My soft ears listen to the silence of people who are to die Fear is my nature,38
non-suicidal355,non-suicidal_Poet_5,non-suicidal, It has nothing to do with me And even though you shed blood for some quiet meaning It has nothing to do with me either The tears that are in your tender eyes The pain that is falling from the tongue of your silence,44
non-suicidal356,non-suicidal_Poet_5,non-suicidal, If there were no words in our world I would merely stare at it and leave Is there as much meaning in your tears as there is in the core of a piece of fruit Is there an echo of the sunset in one drop of your blood,48
non-suicidal358,non-suicidal_Poet_5,non-suicidal, and they died without even shedding green blood before they return to the soil they change to the color of soil,21
non-suicidal36,non-suicidal_Poet_1,non-suicidal, that she relishes tombstones. falls down marble stairs that she is ground only. that she is not ground that you can remember the first time you met that she is always with you,33
non-suicidal360,non-suicidal_Poet_5,non-suicidal, through the withered leaves a man whose star is fixed does not turn back,14
non-suicidal365,non-suicidal_Poet_5,non-suicidal, I don't like new houses It may be because I was born and raised in an old house There is neither a dinner table to share with the dead nor space for a sentient being to grow It was maybe twenty years ago that,45
non-suicidal37,non-suicidal_Poet_1,non-suicidal, that she can be seen without grace that there is anything to say of her which is not truth,19
non-suicidal373,non-suicidal_Poet_5,non-suicidal, 1999 I want to publish a book of poems by that name if I can survive that long it will be a full eighteen years I will remain asleep like the ants,31
non-suicidal374,non-suicidal_Poet_5,non-suicidal, I want to write a diagnosis of the mental abnormality of the one that silently continues carrying the food Today's work is over so good night,27
non-suicidal379,non-suicidal_Poet_5,non-suicidal, A mountain cherry tree in the forest covered with dark and light young leaves after looking at the petals I go out to town The cherry trees in town have been created by human hands from natural cherry trees In the small garden at my house,46
non-suicidal38,non-suicidal_Poet_1,non-suicidal, for there is another Lilith. not made for earth of whom it is said / that when she is seen by men it is as vapour / a plague / a cacophony of unique bells / straining & stranger. they pursue her unsubstantial cors thru this world,42
non-suicidal380,non-suicidal_Poet_5,non-suicidal, a Yoshino cherry stands quite stately At its roots wild birds and cats that lived eighteen years are buried and in those cherry blossoms the light of death and the sadness of life dwell,34
non-suicidal381,non-suicidal_Poet_5,non-suicidal, I don't think anybody has seen my footprints no matter what sand beach washed by waves no matter what desert assaulted by sand storms no one can understand the meaning,31
non-suicidal385,non-suicidal_Poet_5,non-suicidal, and as I read I fall asleep When I open my eyes it's a refreshing morning I put in my clean false teeth and open the morning paper It doesn't matter to me,35
non-suicidal386,non-suicidal_Poet_5,non-suicidal, whether the dollar goes down or the yen goes up It's nice if there is a report of an interesting murder There is even a smell of religion in the human behavior called murder There is no chance of a drama exactly like sex being born in the Holocaust,50
non-suicidal388,non-suicidal_Poet_6,non-suicidal, "My life was beautiful",4
non-suicidal39,non-suicidal_Poet_1,non-suicidal, & the next. She is. in fact. the archetypal foxfire of the stars will o'the wisp of empty space cosmic marshlight that lures us away from the heavenly spheres. our home,31
non-suicidal4,non-suicidal_Poet_1,non-suicidal, I did not see those tents again. nor the wagons infinitely slow on the infinitely windy plains. so cold. every star in the sky was a different color the sky itself a tangled tapestry. glowing but almost. I could see the planet from which we had come,47
non-suicidal403,non-suicidal_Poet_6,non-suicidal, to glimpse it in photographs. It must survive us.,9
non-suicidal406,non-suicidal_Poet_6,non-suicidal, when my nanny Celestina buttoned her housecoat (it's true that she was dyeing her hair and to surprise her I ventured beside her reflection) four dragonflies fluttered about announcing rain. one grazed my cheek and they came out,39
non-suicidal407,non-suicidal_Poet_6,non-suicidal, of the area where she was reflected; they followed me always or followed her. with her death they disappeared. except on the eve of a storm. When my mother got dressed to go to the ball,36
non-suicidal408,non-suicidal_Poet_6,non-suicidal, and fastened the band on her purple velvet belt an angel departed with her when she put out the light accompanied her to the car and that's why I believe she returned that night in which I trembled with fear for her death.,44
non-suicidal411,non-suicidal_Poet_6,non-suicidal, she looked at herself in the lid of the compact. imprudently I said "Let me see." I leaned into the shining circle: a turbulent dialogue startled us. three youths with necklaces.,31
non-suicidal412,non-suicidal_Poet_6,non-suicidal, thin. from having been cooped up in a tiny circle. malicious. sat down at our table. Ever since that day they've all interfered in our telephone calls.,28
non-suicidal413,non-suicidal_Poet_6,non-suicidal, My dog. who attentively admired himself once. barked insistently. shrewder he had seen a certain corporality leaving the mirror: a soft white rabbit visited me one afternoon.,27
non-suicidal414,non-suicidal_Poet_6,non-suicidal, But I won't list the cats. the horses. the gazelles. the tortoises. the necrophiliacs. the cannibals. the unborn. the gnomes. the giants. the onanists.,25
non-suicidal415,non-suicidal_Poet_6,non-suicidal, that came out of the mirrors where imprudently I glanced beside other people who didn't see them blinded by their own image. Now I no longer share a mirror with anyone because if my reflection takes the opportunity,39
non-suicidal416,non-suicidal_Poet_6,non-suicidal, to let them free. armies of other people. a world too numerous will be taking shape though it be difficult to stop because the mirror will say "grow and multiply" to the point of dislodging the universe,37
non-suicidal418,non-suicidal_Poet_6,non-suicidal, The homeless will take shelter inside of mirrors (they won't ever have lived in places so luminous) they will come out in their turn when those who were reflection,30
non-suicidal420,non-suicidal_Poet_6,non-suicidal, Be careful with your imagination. Someplace on earth it remains. all the time it follows us little by little turning into crude or delicate reality what man or beast. plants or stones imagined. The sick with fever. those who shake. those who want to and cannot speak.,47
non-suicidal421,non-suicidal_Poet_6,non-suicidal, in waiting rooms. amid pages of newspapers. oranges. those who gaze at the ceiling or else the sun. injured. those who embrace unlawfully. not knowing why or in the blue precinct of marriage. those disfigured by hearty laughter. the children. the slaves. the unjust. those who go shopping. handle meat.,50
non-suicidal423,non-suicidal_Poet_6,non-suicidal, those who get tired after never doing anything again don't do anything without a break. irreducibly. the unborn. those who carry signs in their fur. letters. drawings. mysteries that no one has deciphered. those who wash everything all day long like the raccoon.,44
non-suicidal424,non-suicidal_Poet_6,non-suicidal, the foul-smelling that scavenge for bones or excrement. wallowing about to stink even more. those who simply appear spiritual. or musical. or poetic. those who devour others like them or themselves because driven mad.,35
non-suicidal425,non-suicidal_Poet_6,non-suicidal, those that are streaked. with spots. with silver scales and tails. the ferocious and the domesticated. those who love. those who eat each other in order to fecundate. those who live only on grass or precious milk or those who need to eat rotten meat,45
non-suicidal426,non-suicidal_Poet_6,non-suicidal, those who crawl or the most beautiful. with princely feathers those whom the water gathers among its glass. clear green or black in the dark molds of the earth. buried. those who take so long in dying that they do not die and seem like plants or else stones. with the additions of time,54
non-suicidal442,non-suicidal_Poet_6,non-suicidal, It's strange. Inconceivable. But there are stranger things: Don't birds exist who pass the time singing. ridiculous doves. and an infinite series of fish,26
non-suicidal446,non-suicidal_Poet_6,non-suicidal, of the swaying branches above your body. you didn't listen to the heart of the pines when the wind moves them and those leaves that are like green fragrant pins fall. and when the clouds pass.,37
non-suicidal447,non-suicidal_Poet_6,non-suicidal, you didn't see that the world was turning. the entire world. and you didn't feel that the sky was drawing near. was entering inside the pines. and that you were disappearing. penetrating with it,36
non-suicidal448,non-suicidal_Poet_6,non-suicidal, inside the pines. becoming in that sky another tree.,9
non-suicidal450,non-suicidal_Poet_6,non-suicidal, of the exact musical note. That's why each day I respond by inventing a name: blue. bird. breeze. light. Common words,22
non-suicidal451,non-suicidal_Poet_7,non-suicidal, that can be said simply even without knowing you. without loving you.,12
non-suicidal452,non-suicidal_Poet_7,non-suicidal,     There are some kinds of writing. Malcolm Cowley quotes William Faulkner as saying. That have to be done very fast,20
non-suicidal453,non-suicidal_Poet_7,non-suicidal, Like riding a bicycle on a tight rope.   And sometimes there are crowds below To cheer and clap. the echoes Bouncing from the tent’s top.,26
non-suicidal454,non-suicidal_Poet_7,non-suicidal,   But many times there is nothing below. Just sawdust on the floor. And sometimes in the throat.,17
non-suicidal455,non-suicidal_Poet_7,non-suicidal,     She spoke of things of long ago— They were as yesterday. She told of a dream:,16
non-suicidal456,non-suicidal_Poet_7,non-suicidal, It was a September And it was not really warm until noon. I had been sitting in the sun. she said. I could hear a crow across the field. On the trellis there were new roses.,36
non-suicidal457,non-suicidal_Poet_7,non-suicidal,    I was sitting in the sun.    And he brought me three fresh pears        from the tree in the far pasture.,20
non-suicidal459,non-suicidal_Poet_7,non-suicidal, On pale hands That move in and out. Saying with sad finality. All is finished. And yet hoping. as the eyes speak.,22
non-suicidal46,non-suicidal_Poet_1,non-suicidal, ostrich & pachyderm Who will remember the bleakness of this time? Who will recall it. later?,15
non-suicidal460,non-suicidal_Poet_7,non-suicidal, Watching glittering goldfish Swim languidly in the sun.,8
non-suicidal461,non-suicidal_Poet_7,non-suicidal,     They carried him home in the late August. And all through the warm days of September He lay with two broken legs.,22
non-suicidal463,non-suicidal_Poet_7,non-suicidal, While his father hobbled. dry-eyed. to gaze. The next day they turned his bed to the sun. And the smoke of the evening came home to rest. The old man sat on the porch and smoked. “It will rain tonight.” he said.,43
non-suicidal464,non-suicidal_Poet_7,non-suicidal,     He has grown quieter now. And almost forgotten— The Prophet,10
non-suicidal465,non-suicidal_Poet_7,non-suicidal, Only comes to town at tobacco-market time. And he’s only moved to preach When pimply faced boys snicker At his long gray beard and high black hat. He’ll roar at them then.,35
