suicidal127,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#127, love you so for your wild card. that untamable. eternal. gut-driven ha-ha,14
suicidal128,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#128, and lucky love.,3
suicidal129,Poet_2,suicidal,>>,poem#10, sample_id#129, “and God was there like an island I had not rowed to. still ignorant of Him. my arms. and my legs worked.,22
suicidal130,Poet_2,suicidal,>>,poem#10, sample_id#130, and I grew. I grew. I wore rubies and bought tomatoes,11
suicidal131,Poet_2,suicidal,>>,poem#10, sample_id#131, and now. in my middle age. about nineteen in the head I'd say.,14
suicidal132,Poet_2,suicidal,>>,poem#10, sample_id#132, I am rowing. I am rowing though the oarlocks stick and are rusty,13
suicidal133,Poet_2,suicidal,>>,poem#10, sample_id#133, and the sea blinks and rolls like a worried eyebal.,10
suicidal134,Poet_2,suicidal,>>,poem#10, sample_id#134, but I am rowing. I am rowing. though the wind pushes me back,13
suicidal135,Poet_2,suicidal,>>,poem#10, sample_id#135, and I know that that island will not be perfect. it will have the flaws of life.,17
suicidal136,Poet_2,suicidal,>>,poem#10, sample_id#136, the absurdities of the dinner table. but there will be a door,12
suicidal137,Poet_2,suicidal,>>,poem#10, sample_id#137, and I will open it and I will get rid of the rat insdie me.,15
suicidal138,Poet_2,suicidal,>>,poem#10, sample_id#138, the gnawing pestilential rat. God will take it with his two hands,12
suicidal139,Poet_2,suicidal,>>,poem#10, sample_id#139, and embrace it”,3
suicidal140,Poet_2,suicidal,>>,poem#11, sample_id#140, “The windows. the starving windows,5
suicidal141,Poet_2,suicidal,>>,poem#11, sample_id#141, that drive the trees like nails into my heart.”,9
suicidal142,Poet_2,suicidal,>>,poem#12, sample_id#142, “If I could blame it on all the mothers and fathers of the world.,14
suicidal143,Poet_2,suicidal,>>,poem#12, sample_id#143, they of the lessons. the pellets of power. they of the love surrounding you like batter ...,16
suicidal144,Poet_2,suicidal,>>,poem#12, sample_id#144, Blame it on God perhaps? He of the first opening,10
suicidal145,Poet_2,suicidal,>>,poem#12, sample_id#145, that pushed us all into our first mistakes? No. I'll blame it on Man,15
suicidal146,Poet_2,suicidal,>>,poem#12, sample_id#146, For Man is God and man is eating the earth up,11
suicidal147,Poet_2,suicidal,>>,poem#12, sample_id#147, like a candy bar and not one of them can be left alone with the ocean,16
suicidal148,Poet_2,suicidal,>>,poem#12, sample_id#148, for it is known he will gulp it all down. The stars (possibly) are safe.,15
suicidal149,Poet_2,suicidal,>>,poem#12, sample_id#149, At least for the moment. The stars are pears,9
suicidal150,Poet_2,suicidal,>>,poem#12, sample_id#150, that no one can reach. even for a wedding.,9
suicidal151,Poet_2,suicidal,>>,poem#12, sample_id#151, Perhaps for a death.”,4
suicidal152,Poet_2,suicidal,>>,poem#13, sample_id#152, “God went out of me as if the sea dried up like sandpaper. as if the sun,17
suicidal153,Poet_2,suicidal,>>,poem#13, sample_id#153, became a latrine. God went out of my fingers.,9
suicidal154,Poet_2,suicidal,>>,poem#13, sample_id#154, They became stone. My body became a side of mutton,10
suicidal155,Poet_2,suicidal,>>,poem#13, sample_id#155, and despair roamed the slaughterhouse.”,5
suicidal156,Poet_2,suicidal,>>,poem#14, sample_id#156, “Maybe I am becoming a hermit. opening the door for only,11
suicidal157,Poet_2,suicidal,>>,poem#14, sample_id#157, a few special animals? Maybe my skull is too crowded,10
suicidal158,Poet_3,suicidal,>>,poem#14, sample_id#158, and it has no opening through which to feed it soup?”,11
suicidal159,Poet_3,suicidal,>>Moon's ending,poem#15, sample_id#159, Moon. worn thin to the width of a quill. In the dawn clouds flying.,14
suicidal160,Poet_3,suicidal,>>Moon's ending,poem#15, sample_id#160, How good to go. light into light . and still Giving light. dying.,12
suicidal161,Poet_3,suicidal,>>Wisdom,poem#16, sample_id#161, When I have ceased to break my wings Against the faultiness of things.,13
suicidal162,Poet_3,suicidal,>>Wisdom,poem#16, sample_id#162, And learned that compromises wait Behind each hardly opened gate.,10
suicidal163,Poet_3,suicidal,>>Wisdom,poem#16, sample_id#163, When I have looked Life in the eyes. Grown calm and very coldly wise.,14
suicidal164,Poet_3,suicidal,>>Wisdom,poem#16, sample_id#164, Life will have given me the Truth. And taken in exchange--my youth.,13
suicidal165,Poet_3,suicidal,>>Autumn on the Beaches,poem#17, sample_id#165, Not more blue at the dawn of the world. Not more virgin or more gay.,15
suicidal166,Poet_3,suicidal,>>Autumn on the Beaches,poem#17, sample_id#166, Never in all the million years Was the sea happier than to-day.,13
suicidal167,Poet_3,suicidal,>>Autumn on the Beaches,poem#17, sample_id#167, The sand was not more trackless then. Morning more stainless or more cold—,13
suicidal168,Poet_3,suicidal,>>Autumn on the Beaches,poem#17, sample_id#168, Only the forest and the fields Know that the year is old.,12
suicidal169,Poet_3,suicidal,>>Advice To A Girl,poem#18, sample_id#169, No one worth possessing Can be quite possessed;,8
suicidal170,Poet_3,suicidal,>>Advice To A Girl,poem#18, sample_id#170, Lay that on your heart. My young angry dear;,9
suicidal171,Poet_3,suicidal,>>Advice To A Girl,poem#18, sample_id#171, This truth. this hard and precious stone. Lay it on your hot cheek.,13
suicidal172,Poet_3,suicidal,>>Advice To A Girl,poem#18, sample_id#172, Let it hide your tear. Hold it like a crystal,10
suicidal173,Poet_3,suicidal,>>Advice To A Girl,poem#18, sample_id#173, When you are alone And gaze in the depths of the icy stone.,13
suicidal174,Poet_3,suicidal,>>Advice To A Girl,poem#18, sample_id#174, Long. look long and you will be blessed: No one worth possessing,12
suicidal175,Poet_3,suicidal,>>Advice To A Girl,poem#18, sample_id#175, Can be quite possessed.,4
suicidal176,Poet_3,suicidal,>>Even to‑day,poem#19, sample_id#176, What if the bridge men built goes down. What if the torrent sweeps the town.,15
suicidal177,Poet_3,suicidal,>>Even to‑day,poem#19, sample_id#177, The hills are safe. the hills remain. The hills are happy in the rain.,14
suicidal178,Poet_3,suicidal,>>Grace Before Sleep,poem#20, sample_id#178, How can our minds and bodies be Grateful enough that we have spent,13
suicidal179,Poet_3,suicidal,>>Grace Before Sleep,poem#20, sample_id#179, Here in this generous room. we three. This evening of content?,11
suicidal180,Poet_3,suicidal,>>Grace Before Sleep,poem#20, sample_id#180, Each one of us has walked through storm And fled the wolves along the road;,15
suicidal181,Poet_3,suicidal,>>Grace Before Sleep,poem#20, sample_id#181, But here the hearth is wide and warm. And for this shelter and this light,15
suicidal182,Poet_3,suicidal,>>Grace Before Sleep,poem#20, sample_id#182, Accept. O Lord. our thanks to-night.,7
suicidal183,Poet_3,suicidal,>>All that was mortal,poem#21, sample_id#183, All that was mortal shall be burned away. All that was mind shall have been put to sleep.,18
suicidal184,Poet_3,suicidal,>>All that was mortal,poem#21, sample_id#184, Only the spirit shall awake to say What the deep says to the deep;,14
suicidal185,Poet_3,suicidal,>>All that was mortal,poem#21, sample_id#185, But for an instance. for it too is fleeting— As on a field with new snow everywhere.,17
suicidal186,Poet_3,suicidal,>>All that was mortal,poem#21, sample_id#186, Footprints of birds record a brief alighting In flight begun and ended in the air.,15
suicidal187,Poet_3,suicidal,>>There Will Be Rest,poem#22, sample_id#187, There will be rest. and sure stars shining Over the roof-tops crowned with snow.,15
suicidal188,Poet_3,suicidal,>>There Will Be Rest,poem#22, sample_id#188, A reign of rest. serene forgetting. The music of stillness holy and low.,13
suicidal189,Poet_3,suicidal,>>There Will Be Rest,poem#22, sample_id#189, I will make this world of my devising Out of a dream in my lonely mind.,16
suicidal190,Poet_3,suicidal,>>There Will Be Rest,poem#22, sample_id#190, I shall find the crystal of peace. – above me Stars I shall find.,13
suicidal191,Poet_3,suicidal,>>Return to a Country House,poem#23, sample_id#191, Nothing but darkness enters in this room. Nothing but darkness and the winter night.,14
suicidal192,Poet_3,suicidal,>>Return to a Country House,poem#23, sample_id#192, Yet on this bed once years ago a light Silvered the sheets with an unearthly bloom;,16
suicidal193,Poet_3,suicidal,>>Return to a Country House,poem#23, sample_id#193, It was the planet Venus in the west Casting a square of brightness on this bed.,16
suicidal194,Poet_3,suicidal,>>Return to a Country House,poem#23, sample_id#194, And in that light your dark and lovely head Lay for a while and seemed to be at rest.,19
suicidal195,Poet_3,suicidal,>>Return to a Country House,poem#23, sample_id#195, But that the light is gone. and that no more Even if it were here. would you be here.-,19
suicidal196,Poet_3,suicidal,>>Return to a Country House,poem#23, sample_id#196, That is one line in a long tragic play That has been acted many times before.,16
suicidal197,Poet_4,suicidal,>>Return to a Country House,poem#23, sample_id#197, And acted best when not a single tear Falls.- when the mind and not the heart holds sway.,18
suicidal198,Poet_4,suicidal,>>Past One O’Clock,poem#24, sample_id#198, Past one o’clock you're probably in bed The Milky Way is like Oka of silver,17
suicidal199,Poet_4,suicidal,>>Past One O’Clock,poem#24, sample_id#199, No need for me to rush I have no reasons left to stir you with the lightnings of my cable fever,21
suicidal200,Poet_4,suicidal,>>Past One O’Clock,poem#24, sample_id#200, And so they say the incident dissolved* the love boat smashed up on the dreary routine,16
suicidal201,Poet_4,suicidal,>>Past One O’Clock,poem#24, sample_id#201, We’re even there’s no use in keeping the score of mutual hurts affliction and spleen,17
suicidal202,Poet_4,suicidal,>>Past One O’Clock,poem#24, sample_id#202, Look here the world exudes an eerie calm The night demands tribute in constellations,14
suicidal203,Poet_4,suicidal,>>Past One O’Clock,poem#24, sample_id#203, in hours like these I’d like to be the one with ages history and the creation,17
suicidal204,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#204, My most respected comrades of posterity!,6
suicidal205,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#205, Rummaging among these days’,4
suicidal206,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#206, petrified crap. exploring the twilight of our times.,8
suicidal207,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#207, you. possibly.,2
suicidal208,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#208, will inquire about me too. And. possibly. your scholars,9
suicidal209,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#209, will declare. with their erudition overwhelming,6
suicidal210,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#210, a swarm of problems; once there lived,7
suicidal211,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#211, a certain champion of boiled water. and inveterate enemy of raw water.,12
suicidal212,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#212, Professor. take off your bicycle glasses!,6
suicidal213,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#213, I myself will expound those times,6
suicidal214,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#214, and myself. I. a latrine cleaner,6
suicidal215,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#215, and water carrier. by the revolution,6
suicidal216,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#216, mobilized and drafted. went off to the front,8
suicidal217,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#217, from the aristocratic gardens of poetry -,6
suicidal218,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#218, the capricious wench She planted a delicious garden.,8
suicidal219,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#219, the daughter. cottage.,3
suicidal220,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#220, pond and meadow.,3
suicidal221,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#221, Myself a garden I did plant. myself with water sprinkled it.,11
suicidal222,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#222, some pour their verse from water cans; others spit water,10
suicidal223,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#223, from their mouth - the curly Macks.,6
suicidal224,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#224, the clever jacks - but what the hell’s it all about!,11
suicidal225,Poet_4,suicidal,>> At the Top of My voice,poem#25, sample_id#225, There’s no damming al this up - beneath the walls they mandoline:,12
